childgender,childage,enrolled,momage,mauza,momeduc,schoolpresent7,birth_tehsil,child_edu_time
2,11,1,46,371110602001,0,0,3711,60
1,11,1,32,371110602001,0,1,3711,90
1,13,1,32,371110602001,0,1,3711,90
1,6,0,23,371110602001,0,1,9999,0
2,13,0,35,371110602001,0,1,3711,0
2,12,0,35,371110602001,0,1,3711,0
2,6,1,35,371110602001,0,1,3711,120
1,14,1,40,371110602001,0,0,3711,120
2,12,1,40,371110602001,0,0,3711,120
1,5,0,32,371110602001,0,1,3711,0
2,8,1,32,371110602001,0,1,3711,60
1,14,0,32,371110602001,0,1,3711,0
2,10,1,32,371110602001,0,1,3711,60
2,12,1,32,371110602001,0,1,3711,180
2,11,0,31,371110602001,0,1,3711,0
1,9,1,31,371110602001,0,1,3711,120
1,6,0,31,371110602001,0,1,3711,0
2,8,0,31,371110602001,0,1,3711,0
1,11,1,36,371110602001,0,1,3711,120
1,8,1,36,371110602001,0,1,3711,240
2,5,0,36,371110602001,0,1,3711,0
1,10,1,28,371110602001,0,1,3711,60
1,9,1,28,371110602001,0,1,3711,60
2,7,0,28,371110602001,0,1,3711,0
1,7,1,38,371110602001,0,1,3711,90
1,13,1,38,371110602001,0,1,3711,120
2,14,0,38,371110602001,0,1,3711,0
1,8,1,38,371110602001,0,1,3711,180
1,5,0,37,371110602001,0,1,3711,0
1,6,1,23,313110504001,0,0,3131,60
2,5,1,23,313110504001,0,0,3131,30
2,5,1,28,313110504001,1,1,3133,30
1,7,1,28,313110504001,1,1,3133,60
1,15,1,33,313110504001,0,1,3131,90
1,12,1,33,313110504001,0,1,3131,90
2,8,1,33,313110504001,0,1,3131,120
2,7,1,41,313110504001,0,1,3133,30
1,9,0,41,313110504001,0,1,3133,0
2,10,1,41,313110504001,0,1,3133,60
1,5,0,41,313110504001,0,1,3133,0
1,14,0,41,313110504001,0,1,3133,0
2,14,1,43,313110504001,0,0,3131,150
1,5,0,43,313110504001,0,0,3131,0
1,12,1,43,313110504001,0,0,3131,0
2,10,0,36,313110504001,0,1,3131,0
1,9,0,36,313110504001,0,1,3131,0
1,14,0,36,313110504001,0,1,3131,0
1,7,0,36,313110504001,0,1,3131,0
1,12,1,47,313110504001,0,0,3131,60
1,15,1,47,313110504001,0,0,3131,0
1,11,1,46,371110602001,0,0,3711,120
2,14,1,46,371110602001,0,0,3711,120
2,9,1,46,371110602001,0,0,3711,180
1,11,1,42,371110602001,0,0,3711,120
1,13,1,42,371110602001,0,0,3711,120
2,14,1,42,371110602001,0,0,3711,120
2,7,1,42,371110602001,0,0,3711,0
2,8,1,30,371110602001,0,1,3711,120
1,10,1,30,371110602001,0,1,3711,120
1,11,1,38,371110602001,0,1,3711,60
1,6,0,38,371110602001,0,1,3711,0
1,13,0,38,371110602001,0,1,3711,0
2,8,1,36,313110504001,0,1,3131,120
2,10,1,36,313110504001,0,1,3131,180
1,12,1,36,313110504001,0,1,3131,120
2,6,1,36,313110504001,0,1,3131,90
2,9,0,27,313110504001,0,1,3131,0
1,5,0,27,313110504001,0,1,3131,0
1,10,1,27,313110504001,0,0,3131,360
1,6,1,27,313110504001,0,0,3131,360
1,8,0,43,313110504001,0,0,3333,0
1,15,0,43,313110504001,0,0,3333,0
2,13,1,43,313110504001,0,0,3333,180
2,10,1,43,313110504001,0,0,3333,180
1,10,1,35,313110504001,1,1,3131,150
1,15,1,35,313110504001,1,1,3131,180
2,12,1,35,313110504001,1,1,3131,90
1,12,1,40,313110504001,0,0,3132,150
1,15,0,40,313110504001,0,0,3132,0
2,13,1,40,313110504001,0,0,3132,150
2,15,0,51,313110504001,0,0,3131,0
2,9,0,51,313110504001,0,0,3131,0
1,14,1,34,371110602003,0,0,3711,120
2,10,1,34,371110602003,0,0,3711,120
1,11,1,34,371110602003,0,0,3711,120
2,13,0,34,371110602003,0,0,3711,0
1,5,0,34,371110602003,0,0,3711,0
2,8,1,28,371110602003,0,0,3711,60
1,5,0,28,371110602003,0,0,3711,0
1,7,1,28,371110602003,0,0,3711,60
1,7,1,37,371110602003,0,1,3711,120
2,9,1,37,371110602003,0,1,3711,180
1,13,0,37,371110602003,0,1,3711,0
2,15,0,37,371110602003,0,1,3711,0
1,10,0,37,371110602003,0,1,3711,0
1,9,1,37,371110602003,0,1,9999,180
1,10,1,37,371110602003,0,1,9999,180
2,13,0,52,371110602003,0,0,3711,0
1,6,1,52,371110602003,0,0,3711,0
1,10,1,52,371110602003,0,0,3711,120
1,8,1,52,371110602003,0,0,3711,120
2,14,0,35,371110602003,0,0,3711,120
2,9,1,35,371110602003,0,0,3711,180
1,11,1,37,371110603002,0,1,3711,150
1,9,1,37,371110603002,0,1,3711,150
1,6,1,37,371110603002,0,1,3711,150
1,6,1,37,371110603002,0,1,3711,150
2,14,0,50,371110603002,0,1,3711,0
2,12,1,50,371110603002,0,1,3711,120
1,12,1,35,371110603002,0,1,3711,60
2,10,1,35,371110603002,0,1,3711,270
1,14,0,35,371110603002,0,1,3711,0
2,10,1,35,371110603002,0,1,3711,60
1,13,1,35,371110603002,0,1,3711,60
2,15,0,35,371110603002,0,1,3711,0
1,8,1,35,371110603002,0,1,3711,180
1,10,1,40,371110603002,0,1,3711,120
2,7,1,40,371110603002,0,1,3711,120
2,15,1,40,371110603002,0,1,3711,120
2,13,1,40,371110603002,0,1,3711,120
1,11,1,35,371110603002,0,0,3711,120
1,13,1,35,371110603002,0,0,3711,180
1,14,1,35,371110603002,0,0,3711,180
1,10,1,35,371110603002,0,0,3711,120
2,10,1,42,371110603002,0,1,3711,0
2,13,1,42,371110603002,0,1,3711,60
2,15,1,42,371110603002,0,1,3711,60
2,14,1,42,371110603002,0,1,3711,60
1,12,1,42,371110603002,0,1,3711,0
2,7,1,42,371110603002,0,1,3711,0
1,14,0,36,371110603002,0,1,3711,0
2,10,1,36,371110603002,0,1,3711,60
1,12,1,46,371110603002,0,1,3711,60
1,14,1,46,371110603002,0,1,3711,60
2,10,1,36,371110603002,0,1,3711,120
2,14,1,36,371110603002,0,1,3711,120
1,11,1,34,313310703001,0,0,3133,210
2,13,0,34,313310703001,0,0,3133,0
1,8,1,34,313310703001,0,0,3133,180
1,9,1,34,313310703001,0,0,3133,210
2,10,1,34,313310703001,0,0,3133,180
1,7,1,34,313310703001,0,0,3133,180
2,15,0,63,313310703001,0,0,3133,0
2,10,0,45,313310703001,0,0,3133,0
1,8,0,45,313310703001,0,0,3133,0
1,15,1,45,313310703001,0,0,3133,60
1,10,1,35,313310703001,0,0,3133,90
2,12,1,35,313310703001,0,0,3133,60
1,7,1,35,313310703001,0,0,3133,90
1,14,1,35,313310703001,0,0,3133,0
1,9,1,30,371110604002,0,1,3711,180
2,5,1,30,371110604002,0,1,3711,180
1,9,1,30,371110604002,0,1,3711,180
1,10,1,28,371110604002,0,1,3711,120
1,6,1,28,371110604002,0,1,3711,120
2,12,1,39,371110604002,0,0,3711,120
2,14,0,39,371110604002,0,0,3711,0
1,10,1,39,371110604002,0,0,3711,120
1,5,1,29,371110604002,0,0,3711,120
2,10,0,29,371110604002,0,0,3711,180
1,9,1,29,371110604002,0,0,3711,120
1,8,1,35,371110604002,1,0,3711,180
1,10,1,35,371110604002,1,0,3711,180
2,14,1,35,371110604002,1,0,3711,120
2,7,1,29,371110604002,0,1,3711,120
1,10,1,29,371110604002,0,1,3711,120
1,12,1,55,371110604002,1,0,3711,120
2,15,1,55,371110604002,1,0,3711,120
1,13,1,39,371110604002,0,1,3711,120
2,15,0,39,371110604002,0,1,3711,0
1,12,1,32,371110604002,0,0,3711,120
2,15,1,32,371110604002,0,0,3711,60
1,9,1,32,371110604002,0,0,3711,120
1,12,1,53,371110604002,0,0,3711,60
2,14,0,53,371110604002,0,0,3711,0
1,8,1,27,371110604002,1,1,3711,120
2,15,0,45,313310703001,0,0,3133,0
1,5,0,45,313310703001,0,0,3133,0
2,10,1,45,313310703001,0,0,3133,120
1,8,1,45,313310703001,0,0,3133,120
2,14,0,42,313310703001,0,0,3133,0
1,9,1,42,313310703001,0,0,3133,180
2,11,1,42,313310703001,0,0,3133,180
1,8,1,42,313310703001,0,0,3133,180
2,8,0,30,313310703001,0,0,3133,0
1,7,1,30,313310703001,0,0,3133,60
1,10,1,30,313310703001,0,0,3133,60
1,7,1,32,313310703001,0,0,3133,60
1,12,1,32,313310703001,0,0,3133,240
2,5,0,32,313310703001,0,0,3133,0
2,14,0,32,313310703001,0,0,3133,0
1,8,1,40,313310703001,0,0,3133,120
2,12,0,40,313310703001,0,0,3133,0
2,7,1,34,313310703001,0,0,3133,0
2,10,0,34,313310703001,0,0,3133,0
1,8,1,34,313310703001,0,0,3133,0
1,12,1,29,371110606002,1,1,3711,150
2,6,0,29,371110606002,1,1,3711,0
2,7,1,29,371110606002,1,1,3711,150
1,7,1,30,371110606002,0,1,3711,90
2,13,1,30,371110606002,0,1,3711,150
1,11,1,30,371110606002,0,1,3711,150
2,9,1,30,371110606002,0,1,3711,150
1,5,1,27,371110606002,1,1,3711,180
1,7,1,27,371110606002,1,1,3711,240
2,7,1,30,371110606002,1,1,3711,240
2,12,1,30,371110606002,1,1,3711,240
2,10,1,30,371110606002,1,1,3711,240
1,9,1,30,371110606002,1,1,3711,240
1,10,1,45,371110606002,0,1,3711,120
2,15,0,45,371110606002,0,1,3711,0
1,7,0,45,371110606002,0,1,3711,0
1,12,1,45,371110606002,0,1,3711,120
1,10,1,32,371110606002,1,1,3711,180
1,14,1,32,371110606002,1,1,3711,180
1,12,1,32,371110606002,1,1,3711,180
1,9,1,30,371110606002,1,0,3712,120
1,13,1,30,371110606002,1,0,3712,150
2,11,1,30,371110606002,1,0,3712,210
1,12,1,32,371110606002,1,1,3711,120
2,5,0,32,371110606002,1,1,3711,0
2,7,1,32,371110606002,1,1,3711,120
2,10,1,32,371110606002,1,1,3711,120
1,9,0,37,371110606002,0,1,3711,150
2,11,1,37,371110606002,0,1,3711,0
1,13,1,37,371110606002,0,1,3711,150
1,5,0,38,371110606002,0,1,3711,0
2,14,1,38,371110606002,0,1,3711,360
1,10,1,38,371110606002,0,1,3711,300
1,7,1,38,371110606002,0,1,3711,120
1,12,1,38,371110606002,0,1,3711,120
2,8,1,28,371110606002,1,1,9995,180
2,10,1,28,371110606002,1,1,9995,150
2,6,0,28,371110606002,1,1,9995,0
1,15,0,38,371110606002,0,1,3711,0
2,11,1,38,371110606002,0,1,3711,300
1,13,1,38,371110606002,0,1,3711,180
2,14,0,36,313310703001,0,0,3133,0
1,7,1,36,313310703001,0,0,3133,30
2,11,0,36,313310703001,0,0,3133,0
2,6,1,36,313310703001,0,0,3133,30
1,13,0,36,313310703001,0,0,3133,0
2,9,1,36,313310703001,0,0,3133,90
1,14,0,40,313310703001,0,1,3133,0
2,10,0,40,313310703001,0,1,3133,0
2,13,0,40,313310703001,0,1,3133,0
2,11,0,40,313310703001,0,1,3133,0
1,5,0,40,313310703001,0,1,3133,0
1,12,1,40,313310703001,0,1,3133,120
2,13,0,52,313310703001,0,0,3133,0
1,12,0,52,313310703001,0,0,3133,0
2,7,0,52,313310703001,0,0,3133,0
1,15,0,52,313310703001,0,0,3133,0
2,8,1,36,313310703001,0,0,3133,120
2,10,0,36,313310703001,0,0,3133,0
2,13,0,36,313310703001,0,0,3133,0
1,7,1,36,313310703001,0,0,3133,180
2,10,1,36,371110609001,0,1,3711,120
1,5,0,36,371110609001,0,1,3711,0
1,14,1,36,371110609001,0,1,3711,60
2,14,0,43,371110609001,0,1,3711,0
1,13,0,33,371110609001,0,1,3711,0
1,11,1,33,371110609001,0,1,3711,60
2,11,1,49,371110609001,0,1,3711,120
1,7,1,35,371110609001,1,1,3711,180
1,7,0,35,371110609001,1,1,3711,180
2,13,0,35,371110609001,1,1,3711,0
1,9,1,32,371110609001,0,1,3711,120
1,7,1,32,371110609001,0,1,3711,120
2,14,0,59,371110609001,0,0,3711,60
2,5,0,23,371110609001,0,1,3711,0
1,12,1,35,313210603002,0,0,3132,120
2,10,1,35,313210603002,0,0,3132,90
1,12,1,45,313210603002,0,0,3134,90
2,5,1,45,313210603002,0,0,3134,90
2,10,1,45,313210603002,0,0,3134,90
2,14,1,45,313210603002,0,0,3134,150
2,8,1,45,313210603002,0,0,3134,60
1,10,1,27,313210603002,0,0,3132,120
1,8,1,27,313210603002,0,0,3132,120
2,5,1,27,313210603002,0,0,3132,60
2,8,1,29,313210603002,0,0,3132,60
1,5,1,29,313210603002,0,0,3132,60
1,10,1,27,313210603002,1,1,3463,240
1,6,1,27,313210603002,1,1,3463,90
2,11,1,27,313210603002,1,1,3463,120
2,8,1,27,313210603002,1,1,3463,180
1,13,1,46,313210603002,0,0,3132,135
1,8,0,46,313210603002,0,0,3132,0
1,12,1,46,313210603002,0,0,3132,135
2,14,1,55,313210603002,0,0,3721,240
2,9,1,55,313210603002,0,0,3721,180
1,12,1,55,313210603002,0,0,3721,180
1,7,1,27,313210603002,1,0,3132,150
1,5,1,27,313210603002,1,0,3132,150
2,9,1,27,313210603002,1,0,3132,150
1,9,1,47,313210603002,0,0,3133,60
2,14,0,47,313210603002,0,0,3133,0
1,11,1,47,313210603002,0,0,3133,210
1,11,1,39,371110203001,1,1,3711,120
1,9,1,39,371110203001,1,1,3711,120
2,12,1,39,371110203001,1,1,3711,180
1,14,1,39,371110203001,1,1,3711,180
1,10,1,38,371110203001,0,1,3711,60
2,12,0,38,371110203001,0,1,3711,0
2,14,0,38,371110203001,0,1,3711,0
2,8,1,38,371110203001,0,1,3711,60
1,12,1,40,371110203001,0,1,3711,60
1,6,1,40,371110203001,0,1,3711,120
1,10,1,40,371110203001,0,1,3711,60
2,10,1,38,371110203001,0,1,3711,60
1,7,1,38,371110203001,0,1,3711,60
2,10,1,37,371110203001,1,1,3711,120
1,6,1,28,371110203001,1,1,3711,120
2,8,1,28,371110203001,1,1,3711,120
1,9,1,46,371110203001,0,0,3711,60
1,11,1,40,371110203001,0,1,3711,60
2,7,1,40,371110203001,0,1,3711,120
2,13,1,40,371110203001,0,1,3711,60
1,15,1,40,371110203001,0,1,3711,60
1,7,1,36,371110203001,0,1,3711,120
2,15,0,36,371110203001,0,1,3711,0
2,11,1,36,371110203001,0,1,3711,120
2,13,0,36,371110203001,0,1,3711,0
1,8,1,29,313310402003,1,0,3133,210
1,9,1,29,313310402003,1,0,3133,210
1,7,1,29,313310402003,1,0,3133,210
1,9,1,35,313310402003,1,0,3133,120
2,7,1,35,313310402003,1,0,3133,120
2,9,1,55,313310402003,0,0,3133,180
1,11,1,48,313310402003,0,0,3133,180
1,13,1,48,313310402003,0,0,3133,180
2,15,1,48,313310402003,0,0,3133,120
1,5,1,25,313310402003,0,1,3132,60
2,6,1,25,313310402003,0,1,3132,120
2,8,0,28,313310402003,0,0,3133,0
2,10,0,28,313310402003,0,0,3133,0
2,5,0,28,313310402003,0,0,3133,0
1,12,0,35,313310402003,0,0,3133,0
1,8,1,35,313310402003,0,0,3133,120
1,14,0,35,313310402003,0,0,3133,0
2,7,0,35,313310402003,0,0,3133,0
1,12,1,45,313310402003,0,0,3133,180
2,14,0,45,313310402003,0,0,3133,0
1,7,1,45,313310402003,0,0,3133,60
1,10,1,45,313310402003,0,0,3133,180
2,9,1,33,313310402003,1,0,3133,180
1,9,1,33,313310402003,1,0,3133,210
1,9,1,33,313310402003,1,0,3133,180
2,10,0,43,313310402003,0,0,3133,0
1,8,0,43,313310402003,0,0,3133,0
2,15,0,43,313310402003,0,0,3133,0
1,10,1,43,313310402003,0,0,3133,120
1,15,1,50,313310402003,0,0,3133,150
1,14,1,50,313310402003,0,0,3133,150
2,12,0,50,313310402003,0,0,3133,0
2,12,0,30,313310402003,0,0,3133,0
2,8,0,30,313310402003,0,0,3133,0
1,10,1,30,313310402003,0,0,3133,150
1,11,1,29,313310402003,1,0,3133,120
1,9,1,29,313310402003,1,0,3133,60
1,6,1,29,313310402003,1,0,3133,30
2,11,0,43,313310402003,0,0,3133,0
1,13,0,43,313310402003,0,0,3133,0
1,9,1,43,313310402003,0,0,3133,120
1,11,1,54,313310402003,0,0,3133,120
1,12,1,54,313310402003,0,0,3133,120
2,7,1,54,313310402003,0,0,3133,120
1,8,1,38,371110203001,0,1,3711,120
1,14,0,38,371110203001,0,1,3711,120
2,14,0,59,371110203001,0,0,3711,0
2,10,1,28,371110203001,0,1,3711,180
2,12,0,28,371110203001,0,1,3711,0
2,5,0,28,371110203001,0,1,3711,120
2,14,1,33,371110203001,0,0,3711,60
2,12,1,33,371110203001,0,0,3711,60
2,15,1,33,371110203001,0,0,3711,60
1,7,1,33,371110203001,0,0,3711,60
2,8,1,30,371110203001,0,1,9995,60
1,12,0,30,371110203001,0,1,9995,0
1,6,1,30,371110203001,0,1,9995,60
1,14,1,30,371110203001,0,1,9995,120
1,13,0,35,371110203001,1,1,3711,0
2,12,1,35,371110203001,1,1,3711,150
2,11,0,52,313310707004,0,0,3131,0
2,9,1,52,313310707004,0,0,3131,90
1,13,1,52,313310707004,0,0,3131,120
1,15,1,52,313310707004,0,0,3131,0
2,5,0,30,313310707004,0,1,3133,0
1,10,1,30,313310707004,0,1,3133,90
1,6,1,24,313310707004,0,0,3133,0
1,7,1,27,313310707004,0,1,3133,60
1,10,1,35,313310707004,1,1,3133,90
1,12,0,47,313310707004,0,0,3133,0
1,8,1,47,313310707004,0,0,3133,120
1,6,1,28,313310707004,0,1,3133,240
1,13,1,46,313310707004,0,0,3133,180
2,7,0,30,313310707004,0,1,3133,0
1,13,1,39,313310707004,1,0,3133,210
2,9,1,39,313310707004,1,0,3133,240
2,11,1,39,313310707004,1,0,3133,180
1,12,1,32,313310707004,0,1,3133,0
1,10,1,32,313310707004,0,1,3133,0
2,5,0,23,313310707004,0,1,3131,0
1,8,0,35,313310707004,0,1,3133,0
1,7,1,35,313310707004,0,1,3133,60
2,6,1,35,313310707004,0,1,3133,120
1,9,0,35,313310707004,0,1,3133,0
1,8,1,35,313310707004,1,1,3133,120
1,15,0,35,313310707004,1,1,3133,0
2,9,1,35,313310707004,1,1,3133,270
1,5,1,30,371110303001,0,1,3711,330
2,8,1,30,371110303001,0,1,3711,300
2,13,0,51,371110303001,0,0,3711,0
2,9,0,45,313210603002,0,0,3131,0
1,12,1,45,313210603002,0,0,3131,150
2,11,0,45,313210603002,0,0,3131,0
1,15,0,50,313210603002,0,0,3131,0
1,8,1,50,313210603002,0,0,3131,120
2,13,1,50,313210603002,0,0,3131,150
2,13,0,45,313210603002,0,0,3132,0
2,6,0,45,313210603002,0,0,3132,0
2,10,0,45,313210603002,0,0,3132,0
1,15,0,45,313210603002,0,0,3132,0
1,8,1,28,313210603002,1,0,3132,90
2,9,1,28,313210603002,1,0,3132,90
1,6,1,28,313210603002,1,0,3132,90
2,9,0,40,313210603002,0,0,3132,0
1,7,1,40,313210603002,0,0,3132,90
1,14,0,40,313210603002,0,0,3132,0
1,12,1,40,313210603002,0,0,3132,90
2,10,0,40,313210603002,0,0,3132,0
1,9,1,27,371110303001,0,1,3711,180
2,6,1,27,371110303001,0,1,3711,210
1,8,1,27,371110303001,0,1,3711,210
1,10,1,34,371110301001,0,1,3711,210
2,12,1,34,371110301001,0,1,3711,210
2,14,0,34,371110301001,0,1,3711,0
1,5,0,34,371110301001,0,1,3711,0
1,8,1,33,371110301001,0,1,3711,120
2,12,1,33,371110301001,0,1,3711,120
1,5,0,33,371110301001,0,1,3711,0
2,13,1,40,371110301001,0,1,3711,90
1,11,1,40,371110301001,0,1,3711,0
2,8,1,40,371110301001,0,1,3711,60
1,13,0,44,371110301001,0,1,3711,0
2,8,1,44,371110301001,0,1,3711,120
1,10,1,44,371110301001,0,1,3711,120
1,14,1,31,371110301001,0,1,3711,120
2,7,0,31,371110301001,0,1,3711,0
2,6,0,31,371110301001,0,1,3711,0
2,8,1,43,371110301001,1,1,9995,120
1,9,1,30,371110301001,1,1,3711,180
2,11,1,38,371110301001,1,1,3711,120
1,9,1,38,371110301001,1,1,3711,120
1,14,1,42,371210110001,0,0,3712,300
2,7,1,42,371210110001,0,0,3712,180
1,5,1,42,371210110001,0,0,3712,180
2,12,1,42,371210110001,0,0,3712,240
2,10,1,38,371210110001,0,0,3712,120
1,7,1,38,371210110001,0,0,3712,120
1,13,0,38,371210110001,0,0,3712,60
1,6,1,27,371210110001,1,1,3712,60
1,8,1,27,371210110001,1,1,3712,180
2,10,1,27,371210110001,1,1,3712,180
1,15,0,33,371210110001,1,1,3712,0
2,10,1,33,371210110001,1,1,3712,300
1,7,1,33,371210110001,1,1,3712,240
2,8,1,33,371210110001,1,1,3712,300
2,12,1,33,371210110001,1,1,3712,300
1,7,1,28,371210110001,0,1,3712,240
2,5,1,38,371210110001,0,0,3712,120
2,15,0,38,371210110001,0,0,3712,0
1,12,1,38,371210110001,0,0,3712,60
1,8,1,38,371210110001,0,0,3712,120
2,6,1,38,371210110001,0,0,3712,240
1,13,1,38,371210110001,0,0,3712,240
2,9,1,33,371210110001,0,1,3712,180
2,7,1,33,371210110001,0,1,3712,120
2,6,0,33,371210110001,0,1,3712,0
1,12,1,33,371210110001,0,1,3712,120
2,13,0,44,371210110001,0,1,3712,0
1,11,0,44,371210110001,0,1,3712,180
2,8,0,42,371210110001,0,0,3421,0
1,10,0,42,371210110001,0,0,3421,120
2,15,0,42,371210110001,0,0,3421,0
2,8,1,50,371210110001,0,0,3712,120
1,15,0,50,371210110001,0,0,3712,0
2,13,1,50,371210110001,0,0,3712,120
1,12,1,50,371210110001,0,0,3712,120
1,8,1,42,371210110001,0,0,3712,180
1,13,1,42,371210110001,0,0,3712,180
2,14,1,42,371210110001,0,0,3712,240
2,10,1,42,371210110001,0,0,3712,300
1,9,1,42,371210110001,0,0,3712,120
1,15,1,42,371210110001,0,0,3712,240
1,11,1,42,371210110001,0,0,3712,120
2,13,1,42,371210110001,0,0,3712,0
2,14,0,26,371210110001,0,1,3712,0
2,7,1,26,371210110001,0,1,3712,180
2,8,1,50,371210110001,0,0,3712,120
2,13,1,50,371210110001,0,0,3712,120
2,10,1,50,371210110001,0,0,3712,60
2,13,0,40,371210110001,0,0,3712,0
1,12,1,50,371210110001,0,0,3712,120
1,10,1,30,371210110001,0,1,3712,120
1,13,1,39,371110609001,0,1,9999,120
1,14,1,39,371110609001,0,1,9999,120
2,9,1,39,371110609001,0,1,9999,120
2,6,1,39,371110609001,0,1,9999,120
2,12,0,34,371110609001,0,1,3711,0
2,6,1,34,371110609001,0,1,3711,120
2,10,1,34,371110609001,0,1,3711,120
2,10,1,30,313310108008,0,1,3133,120
1,6,1,33,313310108008,1,1,3134,0
1,8,1,33,313310108008,1,1,3134,180
1,12,1,35,313310108008,0,1,3133,270
1,14,1,35,313310108008,0,1,3133,240
1,11,1,35,313310108008,0,1,3133,270
1,7,1,38,313310108008,0,0,3133,120
2,14,0,38,313310108008,0,0,3133,0
2,13,0,38,313310108008,0,0,3133,0
2,10,1,43,313310108008,0,0,3134,120
1,8,1,43,313310108008,0,0,3134,180
2,14,0,43,313310108008,0,0,3134,0
2,12,1,43,313310108008,0,0,3134,120
2,8,1,30,313310108008,0,1,9995,270
2,7,1,30,313310108008,0,1,9995,270
1,12,1,30,313310108008,0,1,9995,210
2,14,0,40,313310108008,0,1,3134,0
1,5,1,40,313310108008,0,1,3134,150
2,11,1,40,313310108008,0,1,3134,330
2,8,1,48,313310108008,0,0,3133,120
1,13,0,49,313310108008,0,0,3133,0
1,5,0,27,313310108008,1,1,3132,0
2,6,0,44,313310108008,0,1,3843,0
1,7,1,44,313310108008,0,1,3843,240
2,8,0,44,313310108008,0,1,3843,0
1,8,1,41,313310108008,1,0,3134,150
2,5,1,41,313310108008,1,0,3134,150
2,7,1,41,313310108008,1,0,3134,150
1,9,1,30,313310108008,1,1,3133,310
2,6,1,30,313310108008,1,1,3133,295
2,10,1,47,313410801001,0,0,3134,240
2,14,0,47,313410801001,0,0,3134,0
1,5,1,32,313410801001,1,1,3134,180
2,9,1,32,313410801001,1,1,3134,210
2,7,1,32,313410801001,1,1,3134,210
2,13,1,30,313410801001,1,1,9995,180
2,10,1,30,313410801001,1,1,9995,120
1,12,0,47,313410801001,0,0,3134,0
2,10,0,47,313410801001,0,0,3134,0
2,5,1,37,313410801001,0,1,3314,120
1,9,1,37,313410801001,0,1,3314,300
1,11,1,37,313410801001,0,1,3314,300
1,9,1,37,313410801001,0,1,3314,300
2,7,1,37,313410801001,0,1,3314,120
1,7,1,35,313410801001,0,0,3134,60
1,10,1,35,313410801001,0,0,3134,120
2,12,1,35,313410801001,0,0,3134,60
2,15,0,50,313410801001,0,0,3134,0
1,9,1,35,313410801001,0,0,3134,120
1,12,1,35,313410801001,0,0,3134,180
1,13,1,35,313410801001,0,0,3134,180
1,7,1,35,313410801001,0,0,3134,120
1,11,1,35,313410801001,0,0,3134,180
1,15,1,38,313410801001,1,0,3134,360
2,7,1,38,313410801001,1,0,3134,180
1,9,1,38,313410801001,1,0,3134,150
1,11,1,38,313410801001,1,0,3134,180
1,13,1,38,313410801001,1,0,3134,180
1,8,1,40,313410801001,0,0,3134,90
2,13,0,40,313410801001,0,0,3134,0
1,5,0,40,313410801001,0,0,3134,0
1,10,0,40,313410801001,0,0,3134,0
1,9,1,38,313410801001,0,1,3134,30
2,13,0,38,313410801001,0,1,3134,0
2,7,1,38,313410801001,0,1,3134,30
2,11,1,38,313410801001,0,1,3134,240
1,10,1,33,313410602005,0,0,3132,210
1,13,1,33,313410602005,0,0,3132,210
2,11,1,33,313410602005,0,0,3132,210
2,14,0,33,313410602005,0,0,3132,0
2,15,0,54,313410105006,0,0,3134,0
2,12,0,54,313410105006,0,0,3134,0
2,6,0,22,313410105006,0,0,3134,0
1,14,1,63,313410105006,0,0,3134,180
1,7,1,35,313410105006,0,0,3134,180
2,9,1,33,313410105006,1,0,3134,120
1,12,1,33,313410105006,1,0,3134,120
2,8,1,33,313410105006,1,0,3134,120
2,5,0,50,313410105006,0,0,3134,0
2,13,0,50,313410105006,0,0,3134,0
2,6,0,30,313410105006,0,0,3134,0
2,7,0,50,313410105006,0,0,3134,0
1,15,1,50,313410105006,0,0,3134,150
1,5,1,30,313410105006,0,1,3134,150
1,9,1,30,313410105006,0,1,3134,270
1,6,1,30,313410105006,0,1,3134,150
1,6,1,45,313410105006,1,0,3134,30
2,8,1,45,313410105006,1,0,3134,90
2,10,1,45,313410105006,1,0,3134,90
1,7,0,40,313410105006,0,0,3134,0
1,9,1,40,313410105006,0,0,3134,90
2,13,0,40,313410105006,0,0,3134,0
1,11,1,40,313410105006,0,0,3134,120
2,15,0,40,313410105006,0,0,3134,0
1,12,1,35,313410105006,1,1,3133,150
1,10,1,35,313410105006,1,1,3133,120
2,14,0,35,313410105006,1,1,3133,0
1,9,1,35,313410602005,1,1,3323,195
1,7,1,35,313410602005,1,1,3323,195
2,10,1,53,313410602005,0,0,3134,120
2,15,0,53,313410602005,0,0,3134,0
1,13,0,53,313410602005,0,0,3134,0
1,6,1,28,313410602005,1,1,3134,120
1,9,1,28,313410602005,1,1,3134,180
1,7,1,28,313410602005,1,1,3134,180
2,5,0,30,313410602005,0,1,3134,0
2,9,0,50,313410602005,0,0,3134,0
1,11,0,50,313410602005,0,0,3134,0
2,13,0,50,313410602005,0,0,3134,0
1,15,1,50,313410602005,0,0,3134,90
1,10,1,55,313410602005,0,0,3134,150
1,11,1,55,313410602005,0,0,3134,120
1,15,1,36,313410602005,0,0,3134,210
1,13,1,36,313410602005,0,0,3134,180
1,10,1,36,313410602005,0,0,3134,120
1,12,1,43,313410602005,1,0,3211,210
2,8,1,43,313410602005,1,0,3211,150
1,6,1,43,313410602005,1,0,3211,150
2,14,1,37,313410602005,0,0,3134,90
2,12,1,37,313410602005,0,0,3134,180
2,10,1,40,313310208002,1,0,3133,240
